"","secu","pond","region","nom_region","zona_u_r","gse","encuesta","encuesta_a","encuesta_m","estrato","id_bu_encuesta","id_bu","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_39","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_fo","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gf","eval_act_pol_1_dh","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_go","eval_act_pol_1_en","eval_act_pol_1_ae","eval_act_pol_1_dv","eval_act_pol_1_gr","eval_act_pol_1_gs","eval_act_pol_1_em","eval_act_pol_1_ff","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_8_a","interes_pol_1_b","democracia_21","democracia_20","pobreza_62","pobreza_63","democracia_19","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_23_a","constitucion_23_b","constitucion_26_a","constitucion_26_b","constitucion_29","constitucion_29_2","constitucion_3","iden_nacional_5_a","iden_nacional_6_b","internacional_20","internacional_21","salud_5_b","salud_83","salud_84","pensiones_4","pensiones_4_a","pensiones_4_b","pensiones_5","educacion_110","educacion_98","educacion_95","educacion_112","educacion_112_a","educacion_112_b","educacion_112_c","educacion_112_d","ciudadania_29_a","ciudadania_29_b","ciudadania_29_c","ciudadania_29_d","ciudadania_29_e","ciudadania_30_a","ciudadania_30_b","ciudadania_30_d","ciudadania_31","polarizacion_1_a","polarizacion_1_b","polarizacion_2_a","polarizacion_2_b","polarizacion_3_a","polarizacion_3_b","polarizacion_4","polarizacion_5","polarizacion_4_orden","polarizacion_5_orden","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","info_hogar_33","info_enc_64","religion_82","religion_2","constitucion_4_a","constitucion_4_b","constitucion_4_c","elec_part_56","elec_pres_143_a","elec_pres_143_b","elec_part_37","elec_pres_144_a","elec_pres_144_b","interes_pol_2_a","interes_pol_2_h","interes_pol_2_c","interes_pol_2_d","interes_pol_2_e","iden_pol_3","iden_pol_3_a","religion_14","info_enc_58","info_enc_30","info_hogar_34_a","info_hogar_34_b","info_hogar_34_c","info_hogar_1","info_hogar_35_a","info_hogar_35_b","info_hogar_35_c","info_hogar_35_d","info_hogar_35_e","info_hogar_35_f","info_hogar_35_g"
"37",260,0.29725102,"16","ÑUBLE",1,3,88,2022,11,25,37,"37-88",14,3,10,2,2,2,3,3,2,2,1,1,4,2,3,6,4,3,5,6,6,6,1,6,2,4,6,6,6,2,3,2,1,3,4,3,2,3,1,4,2,1,2,3,1,2,3,1,2,4,4,2,3,6,5,10,1,9,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,1,1,1,1,10,0,1,1,2,1,1,6,6,7,1,5,5,5,5,5,1,1,1,5,3,5,0,8,8,8,5,5,1,2,2,51,2,4,1,1,NA,NA,6,1,4,1,1,NA,1,2,NA,1,2,NA,3,1,3,3,2,15,15,3,2,NA,2,2,2,1,4,NA,NA,NA,NA,NA,NA
"38",260,0.29725102,"16","ÑUBLE",1,3,88,2022,11,25,38,"38-88",3,9,10,2,2,3,3,4,3,2,3,5,3,3,3,6,3,3,3,6,3,6,6,6,3,4,3,6,6,6,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,5,1,3,4,4,8,1,1,NA,10,7,NA,NA,1,1,2,3,3,2,88,5,3,1,1,9,1,1,2,2,2,1,3,4,5,8,4,4,4,4,4,4,4,2,5,6,7,4,7,4,4,4,5,2,1,2,51,2,4,1,1,NA,NA,5,9,6,1,1,NA,1,7,NA,1,3,NA,2,3,3,2,2,15,15,88,2,NA,2,2,1,1,99,NA,NA,NA,NA,NA,NA
"39",187,1.515253,"13","METROPOLITANA",1,2,88,2022,11,20,39,"39-88",1,3,10,3,3,3,4,4,2,2,2,4,3,3,6,6,4,3,4,2,4,3,4,6,4,5,1,6,4,5,2,1,3,2,2,3,3,2,2,2,88,3,4,2,3,3,3,3,3,4,3,1,3,4,5,10,1,2,NA,NA,NA,6,10,4,4,3,5,5,2,2,1,3,2,1,10,0,1,2,2,2,1,5,5,5,5,5,3,5,5,5,5,5,3,2,3,5,2,5,2,9,0,10,2,1,1,51,2,5,3,2,4,9,NA,1,4,1,1,NA,2,NA,4,1,1,NA,2,3,2,2,2,5,NA,2,2,NA,2,2,2,2,NA,2,NA,NA,NA,NA,NA
"40",187,0.41395138,"13","METROPOLITANA",1,3,88,2022,11,20,40,"40-88",1,3,7,2,1,3,3,4,3,2,2,10,2,3,3,6,5,2,4,4,6,4,3,3,3,5,4,4,4,4,1,2,2,2,4,2,2,2,2,2,4,2,4,4,2,2,3,2,2,4,3,1,3,1,10,10,1,9,NA,NA,NA,NA,NA,4,4,1,1,1,2,2,2,3,2,1,10,0,3,2,1,2,1,5,5,5,5,5,5,5,5,5,1,1,1,5,0,0,99,99,0,99,10,10,2,1,2,72,2,3,3,1,NA,NA,6,1,2,2,NA,88,1,77,NA,1,1,NA,1,1,1,3,1,15,15,2,2,NA,2,2,2,1,88,NA,NA,NA,NA,NA,NA
"41",189,1.50191873,"13","METROPOLITANA",1,2,88,2022,11,20,41,"41-88",1,6,11,3,3,4,3,4,3,2,3,5,3,4,6,6,2,3,6,6,6,3,6,6,6,4,2,6,6,3,2,3,1,4,3,4,3,1,3,4,2,1,3,4,1,3,4,1,2,3,5,1,4,10,10,10,1,2,NA,NA,NA,8,9,3,3,1,5,3,2,2,2,3,2,1,10,0,4,2,2,2,1,5,5,5,5,5,5,5,5,5,1,1,1,5,5,0,0,5,0,10,4,7,2,1,2,47,2,5,1,1,NA,NA,6,1,7,1,99,NA,1,1,NA,1,1,NA,3,3,3,3,3,15,15,2,1,5,2,1,2,5,NA,NA,NA,NA,99,NA,NA
"42",204,0.54379816,"13","METROPOLITANA",1,3,88,2022,11,20,42,"42-88",10,3,5,1,2,3,3,5,3,2,2,5,1,3,6,6,1,1,2,2,3,6,4,2,2,4,3,6,6,3,1,3,4,3,4,4,2,2,2,3,3,3,4,4,3,4,4,2,3,4,5,2,4,1,1,10,1,2,NA,NA,NA,8,2,2,2,2,2,2,2,1,1,3,1,1,5,5,3,2,2,2,1,5,5,5,5,2,5,5,5,5,3,1,1,5,0,0,5,0,0,10,5,10,1,2,2,51,2,4,3,1,NA,NA,6,9,8,2,NA,2,1,6,NA,2,NA,2,2,3,3,3,2,15,15,2,1,5,1,2,1,3,NA,NA,1,NA,NA,NA,NA
"43",204,1.27024595,"13","METROPOLITANA",1,3,88,2022,11,20,43,"43-88",3,12,9,2,3,3,4,5,3,3,2,88,1,3,6,6,1,1,3,6,1,1,1,6,4,4,1,6,3,4,1,3,3,3,4,4,3,4,3,1,3,3,4,4,1,4,4,2,3,4,3,3,4,10,10,10,1,2,NA,NA,NA,11,6,6,6,1,4,2,2,2,7,2,2,1,10,0,1,1,2,2,1,20,0,0,0,1,1,1,5,5,4,5,1,5,5,0,0,0,0,10,0,10,1,2,1,66,2,4,1,1,NA,NA,9,1,7,1,2,NA,1,9,NA,1,4,NA,2,3,2,3,2,15,15,3,2,NA,2,2,1,4,NA,NA,NA,99,NA,NA,NA
"44",203,0.91702608,"13","METROPOLITANA",1,3,88,2022,11,20,44,"44-88",1,14,16,3,1,3,2,5,3,1,1,6,4,2,4,4,4,3,6,2,6,6,1,6,2,2,1,6,4,4,4,2,3,2,3,3,4,3,4,3,3,3,1,3,3,2,3,3,3,4,3,1,4,5,5,10,1,1,NA,11,10,NA,NA,4,4,1,2,2,2,2,4,3,2,1,5,5,3,2,1,2,1,5,5,5,5,5,5,5,5,5,2,2,2,5,0,0,0,10,10,0,10,5,1,2,1,79,2,2,3,1,NA,NA,10,9,8,1,1,NA,1,1,NA,1,1,NA,1,3,3,3,2,9,NA,2,2,NA,2,2,2,3,NA,NA,88,NA,NA,NA,NA
"45",203,0.25444336,"13","METROPOLITANA",1,4,88,2022,11,20,45,"45-88",10,11,3,2,2,2,3,4,3,3,2,99,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,99,1,10,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,2,88,NA,NA,3,2,2,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,99,99,99,99,99,99,99,99,2,1,2,60,2,4,3,1,NA,NA,9,9,8,2,NA,3,2,NA,99,2,NA,3,3,3,3,3,3,15,15,2,2,NA,2,2,2,1,99,NA,NA,NA,NA,NA,NA
"46",203,1.87733249,"13","METROPOLITANA",1,2,88,2022,11,20,46,"46-88",5,7,8,3,2,4,3,4,1,2,1,6,3,2,2,2,4,4,5,2,6,2,2,6,2,3,1,4,6,3,2,3,4,4,3,2,2,3,1,3,2,2,3,3,2,3,2,4,1,3,2,1,1,4,5,3,1,1,NA,7,9,NA,NA,1,1,1,5,1,2,2,7,3,2,1,8,2,3,1,1,1,1,7,7,3,3,1,5,5,5,5,5,5,4,5,3,4,2,5,7,5,5,5,2,1,1,29,2,9,1,2,6,9,NA,1,8,1,1,NA,1,1,NA,1,1,NA,3,2,1,1,1,15,15,3,2,NA,2,2,2,4,NA,NA,NA,99,NA,NA,NA
"47",206,1.2704027,"13","METROPOLITANA",1,3,88,2022,11,20,47,"47-88",1,3,16,2,2,2,2,3,8,2,1,5,3,8,8,6,3,3,8,8,3,8,8,8,8,2,2,8,8,3,8,4,4,4,3,88,4,4,2,3,3,4,4,3,4,2,4,3,4,4,3,2,3,3,5,8,1,1,NA,3,7,NA,NA,1,1,1,3,4,2,88,2,1,1,1,5,5,1,1,1,2,1,5,5,5,5,1,1,2,3,1,5,5,5,2,4,5,0,6,7,0,7,0,2,1,2,24,2,4,1,2,3,9,NA,9,8,1,1,NA,1,1,NA,1,1,NA,3,3,3,1,1,15,15,3,2,NA,2,2,2,4,NA,NA,NA,88,NA,NA,NA
"48",31,1.19993467,"5","VALPARAÍSO",1,4,88,2022,11,6,48,"48-88",9,14,10,2,3,3,3,4,2,2,3,5,3,2,3,6,3,3,6,3,3,6,3,6,3,3,3,6,6,3,3,3,3,3,3,3,3,4,3,4,3,2,4,4,3,3,3,2,3,3,3,2,3,5,10,10,1,1,NA,10,1,NA,NA,1,1,1,3,3,2,2,2,3,2,1,10,0,1,1,1,2,1,5,5,5,5,2,2,5,5,5,5,4,4,4,5,5,5,5,5,5,9,5,1,2,2,28,2,6,1,1,NA,NA,5,1,8,1,1,NA,1,5,NA,1,1,NA,3,3,2,2,2,15,15,2,2,NA,1,1,2,4,NA,NA,NA,2,NA,NA,NA
"49",68,1.14144509,"6","LIBERTADOR BERNARDO OHIGGINS",1,4,88,2022,11,8,49,"49-88",26,6,9,2,8,3,2,3,1,1,2,10,4,2,8,6,8,4,8,8,8,8,8,8,8,4,8,8,8,8,8,3,1,3,3,2,4,3,3,3,3,2,3,3,3,1,3,3,1,3,5,1,3,1,6,6,1,2,NA,NA,NA,2,6,1,1,2,1,1,88,88,5,1,2,1,6,4,1,1,2,1,1,5,5,5,5,5,1,5,5,5,3,1,1,4,10,6,4,5,5,5,5,5,1,2,1,22,2,2,1,1,NA,NA,7,9,8,1,2,NA,1,88,NA,2,NA,3,3,3,3,3,3,15,15,1,8,NA,1,2,2,5,NA,NA,NA,NA,99,NA,NA
"50",203,0.76333008,"13","METROPOLITANA",1,4,88,2022,11,20,50,"50-88",1,7,11,1,2,2,4,5,3,3,2,1,1,3,6,6,6,2,6,6,6,6,6,6,2,3,2,6,6,6,2,4,2,2,4,4,2,2,2,4,4,2,4,4,4,3,4,1,2,4,5,3,4,5,1,10,1,2,NA,NA,NA,10,12,3,3,1,1,1,1,2,4,3,2,1,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,3,3,2,3,88,88,88,88,88,88,88,88,2,1,2,63,2,2,3,2,1,9,NA,2,8,1,2,NA,1,99,NA,9,NA,9,3,3,3,3,3,15,15,3,2,NA,2,2,2,3,NA,NA,2,NA,NA,NA,NA
"51",206,2.07565644,"13","METROPOLITANA",1,3,88,2022,11,20,51,"51-88",3,16,7,2,2,2,2,5,3,2,2,7,1,3,3,6,3,1,6,3,3,6,3,6,3,3,4,6,6,4,1,4,1,4,4,3,3,4,1,3,3,1,4,4,3,2,3,1,3,3,5,1,3,1,10,10,1,9,NA,NA,NA,NA,NA,1,1,3,3,2,2,2,3,3,1,1,5,5,3,1,1,2,1,10,5,2,3,3,4,5,5,5,4,4,3,5,5,2,5,1,1,5,1,6,2,1,1,45,2,4,2,1,NA,NA,9,9,8,2,NA,3,2,NA,99,2,NA,9,3,3,3,3,3,15,15,3,2,NA,2,2,2,7,NA,NA,NA,NA,NA,NA,2
"52",206,0.41513129,"13","METROPOLITANA",1,2,88,2022,11,20,52,"52-88",3,6,14,4,2,4,3,2,2,2,2,5,6,4,8,4,4,6,4,6,6,4,4,6,4,4,4,4,4,8,4,88,1,88,88,88,88,88,88,88,88,1,88,1,88,1,2,1,88,4,5,3,3,10,10,10,1,9,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,4,3,2,1,5,5,1,1,2,1,1,5,5,5,5,2,5,5,5,5,1,1,1,5,0,0,0,0,0,0,0,0,2,1,1,46,2,4,1,1,NA,NA,5,9,8,2,NA,99,2,NA,66,2,NA,3,3,3,3,3,3,15,15,3,2,NA,2,2,2,1,5,NA,NA,NA,NA,NA,NA
"53",68,0.61882086,"6","LIBERTADOR BERNARDO OHIGGINS",1,4,88,2022,11,8,53,"53-88",1,3,6,2,3,2,4,4,3,3,2,10,4,5,8,6,3,1,8,4,8,6,8,8,3,2,4,8,8,4,6,3,1,3,3,3,1,3,1,3,3,1,3,1,3,1,1,1,1,2,5,1,4,10,1,10,1,1,NA,10,7,NA,NA,2,2,3,1,3,2,2,2,1,2,1,5,5,1,1,1,2,1,5,5,5,5,5,5,5,5,5,4,5,1,5,0,0,6,4,0,9,3,3,2,1,2,60,2,2,2,2,3,12,NA,1,5,1,2,NA,1,2,NA,1,2,NA,3,3,3,3,3,1,NA,2,8,NA,2,2,2,2,NA,88,NA,NA,NA,NA,NA
"54",62,0.56078359,"6","LIBERTADOR BERNARDO OHIGGINS",1,2,88,2022,11,8,54,"54-88",1,2,14,2,3,3,3,4,3,3,3,5,3,3,6,6,6,2,6,6,6,6,2,6,4,5,3,6,6,6,1,1,1,1,4,3,1,4,1,3,2,2,3,3,3,3,4,2,1,3,5,3,5,1,10,10,1,9,NA,NA,NA,NA,NA,7,4,2,1,5,2,1,4,3,1,1,5,5,1,1,2,2,1,10,0,5,5,5,3,5,5,5,4,5,3,3,5,5,5,5,5,5,6,7,2,1,2,61,2,2,3,2,2,6,NA,2,5,1,1,NA,1,1,NA,1,1,NA,3,3,3,2,3,15,10,1,2,NA,2,1,2,3,NA,NA,2,NA,NA,NA,NA
"55",62,1.03439254,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,55,"55-88",1,7,8,2,3,3,2,4,3,2,2,3,2,1,6,6,6,2,6,6,6,6,6,6,6,2,1,6,6,6,2,4,4,4,4,4,3,4,2,4,3,4,3,4,4,3,4,3,3,3,4,9,4,4,7,8,1,1,NA,13,13,NA,NA,1,1,2,4,3,99,99,2,3,1,1,2,8,1,2,1,2,99,NA,NA,NA,NA,1,1,2,99,99,4,2,99,1,1,2,4,4,7,5,7,5,1,2,1,23,1,7,2,2,3,9,NA,9,8,1,1,NA,1,1,NA,1,1,NA,3,2,2,2,1,15,15,3,1,5,2,2,2,2,NA,88,NA,NA,NA,NA,NA
"56",62,0.84117539,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,56,"56-88",9,14,11,1,3,1,4,5,3,3,3,88,4,4,6,6,4,2,2,6,6,6,2,4,3,2,4,6,6,6,2,4,4,3,4,4,4,4,2,4,4,2,3,4,4,3,4,3,3,3,5,3,4,10,10,10,1,3,NA,NA,NA,NA,NA,2,2,88,2,2,1,1,1,3,1,1,0,10,3,2,2,1,1,5,5,5,5,5,5,5,5,5,1,1,1,5,88,88,88,88,88,88,88,88,2,1,2,60,2,2,1,1,NA,NA,9,3,4,1,3,NA,1,8,NA,1,3,NA,3,3,3,3,3,15,88,1,2,NA,2,2,2,3,NA,NA,1,NA,NA,NA,NA
"57",68,1.14144509,"6","LIBERTADOR BERNARDO OHIGGINS",1,4,88,2022,11,8,57,"57-88",11,10,13,3,8,3,2,3,8,3,2,6,6,4,6,6,6,6,3,6,6,6,6,8,6,8,3,6,6,8,6,3,3,1,3,4,3,1,1,3,4,3,3,3,3,3,1,3,1,3,5,1,8,10,5,6,2,NA,2,NA,NA,NA,NA,NA,NA,2,8,1,2,1,1,3,2,1,5,5,2,2,2,2,1,5,5,5,5,1,1,4,4,4,4,4,4,5,6,6,8,0,2,7,6,4,1,2,1,26,1,3,1,1,NA,NA,8,2,2,2,NA,2,2,NA,2,2,NA,2,3,3,3,3,3,15,15,1,2,NA,2,2,2,2,NA,99,NA,NA,NA,NA,NA
"58",68,1.36118397,"6","LIBERTADOR BERNARDO OHIGGINS",1,4,88,2022,11,8,58,"58-88",3,1,10,1,2,2,1,3,3,2,2,10,2,1,6,6,3,4,6,1,6,6,6,6,3,4,6,6,6,6,1,1,4,4,4,4,4,4,3,4,4,1,4,4,4,1,3,4,88,3,5,3,4,5,1,88,1,2,NA,NA,NA,88,NA,3,3,3,1,1,2,1,2,88,88,1,10,0,1,2,2,8,1,0,20,0,0,1,5,5,5,5,3,3,3,5,10,0,10,0,0,10,0,10,2,1,2,28,2,4,3,1,NA,NA,11,1,6,1,2,NA,1,2,NA,1,2,NA,3,3,3,3,3,15,15,1,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"59",250,0.86299575,"13","METROPOLITANA",1,3,88,2022,11,20,59,"59-88",3,9,10,2,3,3,2,4,3,3,2,88,2,4,2,2,2,2,6,6,2,6,2,6,2,2,2,2,6,2,2,4,1,1,4,3,3,3,3,3,3,3,3,3,4,2,3,3,2,4,3,8,4,10,1,1,1,9,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4,2,1,1,10,0,1,2,1,2,1,5,5,5,5,3,5,5,5,5,1,1,1,5,10,0,5,0,5,0,5,5,1,2,2,59,2,2,3,2,4,9,NA,2,5,1,1,NA,1,99,NA,1,9,NA,3,3,3,1,1,15,15,2,2,NA,2,2,1,5,NA,NA,NA,NA,2,NA,NA
"60",250,0.59486011,"13","METROPOLITANA",1,3,88,2022,11,20,60,"60-88",3,14,16,2,2,3,3,4,3,2,2,5,2,2,2,3,4,3,3,2,2,2,3,2,2,3,3,2,4,4,3,3,1,2,3,3,3,4,3,2,3,1,3,3,3,3,3,1,2,4,4,1,3,7,7,8,1,2,NA,NA,NA,8,3,1,1,1,5,1,2,2,7,3,2,1,5,5,3,1,2,2,1,6,6,5,3,3,3,5,5,5,3,3,2,2,5,0,5,5,5,10,5,10,1,2,1,57,2,6,1,2,1,12,NA,1,6,1,1,NA,1,2,NA,1,2,NA,3,2,1,1,1,21,NA,3,2,NA,2,1,2,2,NA,4,NA,NA,NA,NA,NA
"61",248,0.90236203,"13","METROPOLITANA",1,3,88,2022,11,20,61,"61-88",7,3,11,1,3,2,4,5,3,3,2,8,1,5,6,3,3,1,1,3,3,6,6,6,3,5,1,6,3,3,1,4,3,4,4,4,3,3,3,4,4,3,4,4,3,4,4,3,3,4,3,3,5,10,10,10,1,2,NA,NA,NA,8,11,2,2,3,1,1,2,2,3,2,2,1,10,0,3,2,2,2,1,10,10,0,0,3,5,5,5,5,1,1,1,1,10,5,5,0,0,10,5,5,2,1,2,35,2,4,3,2,4,9,NA,9,8,2,NA,1,2,NA,4,2,NA,3,3,3,3,3,2,15,15,2,2,NA,1,1,2,4,NA,NA,NA,3,NA,NA,NA
"62",248,0.5744849,"13","METROPOLITANA",1,3,88,2022,11,20,62,"62-88",9,3,10,1,3,3,3,5,3,2,9,99,9,1,3,1,3,3,4,6,1,6,2,6,3,5,1,6,5,5,9,4,2,4,4,2,3,4,3,4,3,3,4,4,3,3,4,3,2,4,5,3,4,5,10,10,2,NA,2,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,3,2,1,10,0,2,1,1,2,1,5,5,5,5,5,5,5,5,5,3,3,2,4,0,0,99,99,2,7,5,5,2,1,2,58,2,8,3,1,NA,NA,4,5,7,2,NA,1,1,4,NA,2,NA,3,3,3,3,3,3,1,NA,3,2,NA,2,2,2,2,NA,2,NA,NA,NA,NA,NA
"63",248,1.05966528,"13","METROPOLITANA",1,3,88,2022,11,20,63,"63-88",7,17,26,2,3,3,3,4,3,3,2,6,2,4,6,6,2,6,6,6,6,6,6,6,6,6,4,6,6,6,6,4,1,4,4,1,2,3,2,3,2,2,3,2,2,2,3,1,2,4,2,2,4,10,9,4,2,NA,2,NA,NA,NA,NA,NA,NA,3,2,1,2,2,8,3,2,1,7,3,2,2,2,2,1,4,4,4,8,2,5,5,5,5,1,1,1,4,8,1,10,0,0,10,2,8,1,2,1,18,1,4,3,2,6,5,NA,9,8,2,NA,2,2,NA,7,2,NA,2,2,2,1,2,1,20,NA,2,2,NA,2,2,2,3,NA,NA,4,NA,NA,NA,NA
"64",248,0.59091885,"13","METROPOLITANA",1,2,88,2022,11,20,64,"64-88",26,5,3,2,3,4,3,4,3,2,2,10,3,4,3,3,4,2,4,3,6,4,4,6,4,5,4,6,2,3,3,4,1,3,3,1,1,1,1,1,2,1,3,2,2,2,2,1,2,4,2,2,1,10,10,10,1,2,NA,NA,NA,8,7,7,7,1,1,1,2,2,7,3,2,1,10,0,3,2,2,2,1,5,5,5,5,3,5,5,5,5,1,1,1,5,5,5,10,5,0,10,5,10,1,2,2,52,2,6,1,2,8,3,NA,4,5,1,2,NA,1,1,NA,1,1,NA,1,1,1,2,2,15,15,2,2,NA,2,1,2,3,NA,NA,6,NA,NA,NA,NA
"65",141,1.53322043,"13","METROPOLITANA",1,3,88,2022,11,20,65,"65-88",1,14,3,3,1,3,2,5,3,3,2,99,1,3,6,6,2,1,6,6,6,6,2,6,6,4,2,6,6,6,1,4,2,2,4,3,3,4,2,2,3,3,4,4,3,3,3,3,2,3,4,1,5,10,5,7,1,2,NA,NA,NA,3,8,7,7,2,1,5,2,1,5,2,2,1,5,5,1,1,1,2,1,10,4,3,3,2,2,5,5,5,2,2,2,5,5,5,0,0,0,10,0,10,1,2,1,45,2,3,2,1,NA,NA,5,2,5,1,1,NA,1,77,NA,2,NA,2,2,2,3,2,2,99,14,3,1,5,2,2,1,3,NA,NA,3,NA,NA,NA,NA
"66",86,0.84270226,"8","BIOBÍO",1,4,88,2022,11,12,66,"66-88",11,3,1,1,3,2,5,4,3,2,3,5,2,4,6,6,3,2,6,6,6,6,6,6,3,3,3,6,6,6,6,3,3,3,4,4,3,3,3,3,3,4,4,4,4,3,3,3,1,4,5,3,5,5,7,9,1,2,NA,NA,NA,1,11,2,2,3,3,3,1,88,2,1,88,1,9,1,3,2,2,8,1,5,5,5,5,2,4,5,5,5,5,5,1,4,88,88,5,5,5,5,5,5,1,2,2,32,2,4,1,1,NA,NA,7,1,8,1,2,NA,1,77,NA,1,9,NA,3,3,3,3,3,15,15,2,2,NA,1,1,2,4,NA,NA,NA,1,NA,NA,NA
"67",86,1.47923831,"8","BIOBÍO",1,4,88,2022,11,12,67,"67-88",1,10,3,3,8,3,4,5,3,2,2,88,2,3,6,8,2,2,2,6,2,6,2,6,2,3,6,6,6,6,3,4,1,1,4,4,3,3,3,3,2,1,3,3,3,4,3,2,3,4,5,3,4,10,5,10,1,9,NA,NA,NA,NA,NA,3,3,3,2,2,2,2,2,3,2,1,9,1,3,2,2,2,1,15,1,1,3,5,1,5,5,5,3,3,3,4,99,99,7,0,0,10,0,9,1,2,1,55,1,4,1,1,NA,NA,7,2,1,1,2,NA,2,NA,88,1,2,NA,2,2,3,2,2,15,15,1,2,NA,2,1,2,3,NA,NA,2,NA,NA,NA,NA
"68",86,1.97921076,"8","BIOBÍO",1,3,88,2022,11,12,68,"68-88",4,26,16,3,3,3,2,5,3,2,1,5,3,2,3,3,2,2,3,3,6,2,3,6,2,2,2,6,6,2,2,2,2,2,3,3,2,3,2,3,2,3,3,3,2,2,3,2,2,4,3,1,3,6,10,10,1,1,NA,5,7,NA,NA,1,1,1,4,2,2,2,5,3,2,1,8,2,1,1,1,2,1,5,5,5,5,2,4,5,5,5,4,4,4,5,5,5,5,5,6,5,5,5,1,2,1,25,2,8,2,2,5,5,NA,2,4,1,1,NA,1,9,NA,1,4,NA,3,3,2,2,3,15,15,2,2,NA,2,2,2,2,NA,3,NA,NA,NA,NA,NA
"69",72,0.50433562,"7","MAULE",1,5,88,2022,11,10,69,"69-88",5,3,10,1,2,1,3,8,8,2,8,88,3,3,6,6,8,8,8,6,6,6,6,6,8,3,2,6,6,8,6,4,2,4,88,4,88,2,3,3,88,3,3,4,88,2,4,88,88,4,5,2,3,10,10,10,1,2,NA,NA,NA,12,9,2,2,88,8,2,88,88,1,3,88,1,7,3,1,1,2,1,1,5,5,5,5,2,5,5,5,5,2,1,1,5,88,88,88,88,5,5,5,5,2,1,2,60,2,3,3,1,NA,NA,7,1,8,2,NA,88,1,6,NA,2,NA,3,3,3,3,2,3,15,15,2,2,NA,2,2,2,5,NA,NA,NA,NA,1,NA,NA
"70",72,1.28891136,"7","MAULE",1,4,88,2022,11,10,70,"70-88",3,10,14,2,3,3,3,5,2,3,2,5,1,2,2,2,1,1,2,2,1,6,2,6,1,2,3,1,6,6,1,4,2,4,4,4,4,4,3,2,3,1,4,4,2,3,4,2,3,4,1,2,3,10,10,10,1,2,NA,NA,NA,9,2,1,1,3,2,2,1,2,3,3,2,1,10,0,2,2,1,2,1,7,7,3,3,3,5,5,5,5,3,3,3,5,0,0,5,0,2,10,2,10,2,1,1,46,2,4,1,1,NA,NA,7,2,6,1,1,NA,1,7,NA,1,2,NA,3,2,1,2,1,17,NA,2,2,NA,2,1,1,6,NA,NA,NA,NA,NA,2,NA
"71",211,2.75942156,"13","METROPOLITANA",1,3,88,2022,11,20,71,"71-88",9,26,3,1,3,3,4,5,3,2,2,7,1,3,8,6,3,2,4,8,8,8,3,6,4,4,2,3,6,4,1,3,2,2,4,3,4,3,2,4,4,2,4,4,3,3,3,2,3,3,2,1,4,7,5,8,1,2,NA,NA,NA,2,8,1,1,1,2,2,2,1,7,3,2,1,9,1,3,2,1,2,1,6,5,4,5,3,4,5,5,5,3,2,2,5,7,3,5,4,3,8,5,5,2,1,1,55,2,8,1,1,NA,NA,6,2,2,1,1,NA,1,4,NA,1,2,NA,2,2,2,2,3,15,1,2,2,NA,2,2,1,5,NA,NA,NA,NA,3,NA,NA
"72",251,0.69466692,"13","METROPOLITANA",1,3,88,2022,11,20,72,"72-88",12,9,1,3,2,3,3,3,2,3,2,4,2,2,6,6,4,2,6,6,2,6,6,6,2,4,4,6,6,4,6,1,1,3,3,3,3,3,1,3,1,1,3,3,1,1,3,1,1,2,5,2,5,10,10,10,1,1,NA,3,11,NA,NA,1,1,2,4,2,2,2,2,3,2,1,10,0,2,2,2,2,1,5,5,5,5,5,5,5,5,5,1,1,1,2,5,5,5,5,5,5,5,5,2,1,2,33,2,6,3,2,1,9,NA,9,8,1,1,NA,1,8,NA,1,3,NA,2,3,3,1,2,15,15,2,1,5,1,1,2,4,NA,NA,NA,3,NA,NA,NA
