"","secu","pond","region","nom_region","zona_u_r","gse","encuesta","encuesta_a","encuesta_m","estrato","id_bu_encuesta","id_bu","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_39","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_fo","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gf","eval_act_pol_1_dh","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_go","eval_act_pol_1_en","eval_act_pol_1_ae","eval_act_pol_1_dv","eval_act_pol_1_gr","eval_act_pol_1_gs","eval_act_pol_1_em","eval_act_pol_1_ff","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_8_a","interes_pol_1_b","democracia_21","democracia_20","pobreza_62","pobreza_63","democracia_19","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_23_a","constitucion_23_b","constitucion_26_a","constitucion_26_b","constitucion_29","constitucion_29_2","constitucion_3","iden_nacional_5_a","iden_nacional_6_b","internacional_20","internacional_21","salud_5_b","salud_83","salud_84","pensiones_4","pensiones_4_a","pensiones_4_b","pensiones_5","educacion_110","educacion_98","educacion_95","educacion_112","educacion_112_a","educacion_112_b","educacion_112_c","educacion_112_d","ciudadania_29_a","ciudadania_29_b","ciudadania_29_c","ciudadania_29_d","ciudadania_29_e","ciudadania_30_a","ciudadania_30_b","ciudadania_30_d","ciudadania_31","polarizacion_1_a","polarizacion_1_b","polarizacion_2_a","polarizacion_2_b","polarizacion_3_a","polarizacion_3_b","polarizacion_4","polarizacion_5","polarizacion_4_orden","polarizacion_5_orden","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","info_hogar_33","info_enc_64","religion_82","religion_2","constitucion_4_a","constitucion_4_b","constitucion_4_c","elec_part_56","elec_pres_143_a","elec_pres_143_b","elec_part_37","elec_pres_144_a","elec_pres_144_b","interes_pol_2_a","interes_pol_2_h","interes_pol_2_c","interes_pol_2_d","interes_pol_2_e","iden_pol_3","iden_pol_3_a","religion_14","info_enc_58","info_enc_30","info_hogar_34_a","info_hogar_34_b","info_hogar_34_c","info_hogar_1","info_hogar_35_a","info_hogar_35_b","info_hogar_35_c","info_hogar_35_d","info_hogar_35_e","info_hogar_35_f","info_hogar_35_g"
"1105",130,0.73211975,"13","METROPOLITANA",1,3,88,2022,11,20,1105,"1105-88",3,14,9,3,2,4,3,4,3,2,2,5,2,1,3,3,1,1,3,3,3,3,3,3,3,2,2,3,3,3,3,3,1,3,4,2,3,3,3,4,3,3,3,4,3,3,4,3,2,4,5,2,3,5,10,10,1,2,NA,NA,NA,11,6,7,7,1,4,1,2,2,4,3,2,1,10,0,2,1,2,1,1,5,10,3,2,1,5,5,5,5,1,1,1,5,99,99,10,0,5,0,10,10,2,1,1,40,2,4,1,1,NA,NA,9,1,6,2,NA,1,2,NA,2,1,1,NA,2,3,3,3,3,15,10,2,2,NA,2,2,1,2,NA,4,NA,NA,NA,NA,NA
"1106",150,1.16241542,"13","METROPOLITANA",1,3,88,2022,11,20,1106,"1106-88",11,26,1,3,3,5,1,5,3,3,2,10,2,4,6,6,6,2,6,6,6,2,6,6,6,4,4,6,6,6,2,3,1,1,4,4,4,4,3,1,3,2,4,4,1,3,4,1,4,3,5,3,5,10,1,10,1,2,NA,NA,NA,7,8,4,4,3,1,1,1,1,5,3,2,1,5,5,3,2,2,1,1,5,15,0,0,5,5,5,5,5,3,3,3,5,0,5,5,0,0,10,0,10,1,2,1,34,2,4,1,1,NA,NA,9,2,1,88,NA,88,1,2,NA,1,2,NA,3,3,3,3,2,15,15,1,2,NA,3,NA,NA,2,NA,99,NA,NA,NA,NA,NA
"1107",130,0.36605987,"13","METROPOLITANA",1,2,88,2022,11,20,1107,"1107-88",3,9,17,2,3,4,4,3,3,2,2,7,2,3,6,6,6,6,6,6,6,6,6,6,6,5,4,6,6,6,6,2,2,3,3,2,2,3,2,3,2,3,3,3,2,2,2,1,2,4,3,1,2,10,10,10,2,NA,2,NA,NA,NA,NA,NA,NA,3,5,1,2,2,2,3,1,1,10,0,3,1,1,2,1,3,10,4,3,2,5,5,5,5,3,2,2,5,7,5,7,2,0,10,6,6,2,1,1,36,2,8,1,1,NA,NA,2,1,5,2,NA,2,2,NA,4,2,NA,2,2,3,3,2,2,5,NA,2,2,NA,2,2,2,1,4,NA,NA,NA,NA,NA,NA
"1108",150,0.8383555,"13","METROPOLITANA",1,3,88,2022,11,20,1108,"1108-88",26,9,13,1,1,2,2,4,3,2,2,6,6,4,6,6,6,3,6,6,6,6,6,6,6,4,4,6,6,6,2,4,3,4,4,4,3,4,3,3,3,3,4,3,4,3,4,2,2,4,5,2,3,5,10,10,1,9,NA,NA,NA,NA,NA,3,3,2,1,2,2,2,2,3,2,1,7,3,3,1,2,2,1,5,5,5,5,1,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,2,1,2,47,2,3,1,1,NA,NA,11,1,8,2,NA,99,1,99,NA,1,9,NA,3,3,3,3,2,15,15,2,2,NA,2,1,2,4,NA,NA,NA,99,NA,NA,NA
"1109",130,0.53753988,"13","METROPOLITANA",1,2,88,2022,11,20,1109,"1109-88",2,5,9,2,1,3,3,3,9,1,1,5,5,1,3,4,4,4,4,2,3,3,6,6,2,4,1,4,4,4,3,4,3,3,4,3,4,4,4,4,3,1,1,4,3,4,3,1,4,1,1,1,4,1,5,5,1,1,NA,11,1,NA,NA,4,4,1,2,2,2,99,5,3,2,1,0,10,3,2,1,2,1,5,5,5,5,1,5,5,5,5,5,1,1,5,0,5,99,99,5,5,5,5,1,2,2,33,2,8,1,2,6,9,NA,9,8,1,1,NA,1,1,NA,1,1,NA,1,1,3,1,1,9,NA,3,1,888,2,2,2,2,NA,3,NA,NA,NA,NA,NA
"1110",214,1.90455911,"13","METROPOLITANA",1,3,88,2022,11,20,1110,"1110-88",5,2,10,4,3,3,1,3,1,2,1,5,3,3,6,6,2,2,6,6,3,2,2,6,2,3,2,2,6,3,2,4,3,4,3,4,3,4,3,4,3,3,3,3,4,4,3,2,3,4,3,1,4,8,6,7,1,1,NA,3,5,NA,NA,4,4,2,4,2,2,1,1,1,1,1,7,3,1,1,1,2,1,4,7,4,5,1,2,3,4,5,4,3,2,4,4,4,4,5,5,3,5,3,2,1,1,26,1,8,3,2,2,7,NA,11,7,1,1,NA,2,NA,66,2,NA,1,3,2,2,2,3,15,15,3,2,NA,2,2,2,8,NA,NA,NA,NA,NA,NA,1
"1111",237,0.45549775,"13","METROPOLITANA",1,3,88,2022,11,20,1111,"1111-88",3,11,7,2,3,3,4,4,2,2,2,10,3,4,6,6,4,4,6,6,6,6,6,6,4,4,6,6,2,4,6,1,1,2,1,1,1,3,1,4,1,1,3,1,2,1,1,1,1,3,4,3,3,10,5,10,1,2,NA,NA,NA,8,10,4,4,1,2,1,2,1,1,88,1,1,9,1,1,88,2,1,1,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,88,5,5,5,5,5,1,2,2,73,2,1,3,2,1,9,NA,1,7,1,88,NA,1,1,NA,1,1,NA,3,3,3,3,3,15,15,3,2,NA,2,2,2,2,NA,1,NA,NA,NA,NA,NA
"1112",237,0.34158563,"13","METROPOLITANA",1,3,88,2022,11,20,1112,"1112-88",9,10,2,3,1,2,2,3,2,2,1,5,4,2,6,6,6,4,4,4,6,6,6,6,6,2,2,6,6,6,4,4,4,4,4,4,3,3,2,3,1,3,3,4,4,3,4,3,4,4,4,3,4,5,6,6,1,1,NA,11,10,NA,NA,1,1,3,2,3,2,2,2,3,1,1,5,5,3,2,1,2,1,3,3,2,12,1,5,5,5,5,2,1,1,2,0,5,5,5,10,0,5,5,2,1,2,35,2,3,3,1,NA,NA,10,9,8,1,1,NA,1,1,NA,1,1,NA,2,2,2,1,1,15,88,2,2,NA,1,1,2,4,NA,NA,NA,1,NA,NA,NA
"1113",237,0.34158563,"13","METROPOLITANA",1,3,88,2022,11,20,1113,"1113-88",5,26,8,3,1,3,3,2,1,1,1,88,4,4,6,6,6,4,6,6,6,6,6,6,6,3,2,6,6,6,3,3,3,3,3,1,3,3,1,3,88,3,2,3,2,3,3,3,1,3,3,1,2,5,5,10,1,1,NA,11,10,NA,NA,4,4,1,3,1,2,1,1,3,1,1,5,5,1,2,2,2,1,5,5,5,5,3,3,5,5,5,3,3,1,3,5,5,0,6,7,5,8,5,2,1,2,32,2,6,1,1,NA,NA,9,9,8,2,NA,1,1,1,NA,1,1,NA,3,3,1,2,2,15,15,2,2,NA,1,1,2,3,NA,NA,2,NA,NA,NA,NA
"1114",237,0.21746902,"13","METROPOLITANA",1,3,88,2022,11,20,1114,"1114-88",10,13,11,2,2,2,3,5,3,2,2,88,3,2,6,6,3,3,6,6,3,6,6,6,1,2,1,6,6,4,3,3,3,3,4,3,3,3,1,3,4,3,4,3,3,4,3,3,2,3,5,3,3,10,5,10,1,9,NA,NA,NA,NA,NA,1,1,3,3,1,2,2,2,3,1,1,10,0,1,1,1,2,1,10,10,0,0,3,3,5,5,5,5,1,1,5,0,0,0,5,5,5,5,5,1,2,2,55,2,4,3,1,NA,NA,10,2,8,1,1,NA,1,77,NA,2,NA,9,3,3,3,3,3,15,15,2,2,NA,2,2,2,3,NA,NA,1,NA,NA,NA,NA
"1115",237,2.79140126,"13","METROPOLITANA",1,3,88,2022,11,20,1115,"1115-88",9,2,10,2,2,3,3,4,3,3,2,88,2,4,6,6,6,2,6,6,6,6,6,6,6,3,4,6,6,6,2,3,3,4,4,3,2,2,2,2,2,2,4,3,3,3,3,2,1,3,5,3,3,10,10,10,1,2,NA,NA,NA,1,12,3,3,3,4,1,2,1,8,3,2,1,5,5,3,2,1,2,1,5,5,5,5,1,1,5,5,5,2,1,1,1,88,88,88,88,88,88,5,5,2,1,1,38,2,4,1,1,NA,NA,9,1,8,1,99,NA,1,77,NA,1,9,NA,3,3,3,3,3,15,15,2,2,NA,1,1,2,8,NA,NA,NA,NA,NA,NA,3
"1116",237,0.52251252,"13","METROPOLITANA",1,3,88,2022,11,20,1116,"1116-88",9,14,3,2,2,3,4,4,3,2,2,88,1,3,6,6,6,6,6,6,6,6,6,6,6,4,8,6,6,3,2,3,1,3,4,3,3,3,3,4,3,1,4,4,1,3,3,1,2,4,5,1,3,5,5,10,1,2,NA,NA,NA,9,88,4,4,88,3,1,2,2,1,3,2,1,5,5,88,2,2,2,1,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,9,1,2,1,72,2,1,1,1,NA,NA,8,9,8,1,2,NA,1,2,NA,1,2,NA,3,3,3,3,3,15,15,3,2,NA,1,2,2,6,NA,NA,NA,NA,NA,1,NA
"1117",130,0.5280183,"13","METROPOLITANA",1,3,88,2022,11,20,1117,"1117-88",10,1,3,3,2,3,3,3,3,2,1,5,3,4,3,6,4,2,8,6,3,6,3,6,4,5,2,6,6,3,2,4,3,3,4,3,3,4,2,4,4,2,3,4,1,3,3,3,2,3,3,1,3,8,7,10,1,2,NA,NA,NA,3,8,4,4,1,4,1,2,2,4,3,2,1,10,0,3,2,2,2,1,3,10,4,3,4,5,5,5,5,3,3,2,5,5,5,0,5,4,8,5,5,1,2,2,52,2,6,1,1,NA,NA,7,2,7,2,NA,1,2,NA,7,1,2,NA,2,3,3,2,2,5,NA,2,2,NA,2,2,2,4,NA,NA,NA,3,NA,NA,NA
"1118",96,0.20976048,"8","BIOBÍO",1,3,88,2022,11,12,1118,"1118-88",1,10,13,1,1,4,2,2,3,8,1,10,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,4,4,3,3,1,3,1,1,1,4,1,1,4,1,1,3,5,3,3,1,1,1,1,2,NA,NA,NA,1,11,4,4,2,2,2,2,1,5,3,2,88,NA,NA,3,2,1,2,88,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,10,88,88,88,88,88,88,2,1,2,64,2,0,3,2,4,1,NA,1,2,2,NA,88,2,NA,88,2,NA,8,3,3,3,3,3,15,88,1,2,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA
"1119",94,0.96662929,"8","BIOBÍO",1,2,88,2022,11,12,1119,"1119-88",5,3,9,2,2,4,2,4,2,2,2,10,2,3,6,6,6,2,3,6,6,6,3,6,4,4,4,6,6,4,6,3,1,3,4,4,3,4,2,1,3,1,4,4,1,3,4,1,1,3,4,3,4,10,10,10,1,2,NA,NA,NA,8,7,4,4,1,3,2,2,2,9,3,2,1,10,0,3,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,0,0,10,5,10,2,1,1,53,2,4,3,2,8,4,NA,9,8,2,NA,4,2,NA,88,8,NA,8,3,3,3,3,3,15,15,2,2,NA,1,1,1,3,NA,NA,4,NA,NA,NA,NA
"1120",94,1.39046946,"8","BIOBÍO",1,3,88,2022,11,12,1120,"1120-88",3,5,2,4,2,3,3,4,2,1,3,5,2,2,3,3,3,3,4,1,4,6,1,6,2,1,1,3,3,1,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,1,3,4,1,3,10,10,5,2,NA,1,NA,NA,NA,NA,NA,NA,2,4,2,2,1,4,3,2,1,2,8,4,1,1,2,1,5,5,5,5,1,1,5,5,5,5,5,5,5,0,5,5,5,0,10,0,10,1,2,1,64,2,4,1,1,NA,NA,1,9,8,2,NA,88,1,1,NA,8,NA,8,3,3,3,3,3,15,15,2,2,NA,2,2,2,4,NA,NA,NA,88,NA,NA,NA
"1121",84,1.02782635,"8","BIOBÍO",1,3,88,2022,11,12,1121,"1121-88",3,17,9,3,3,3,3,3,3,2,3,1,4,3,6,6,4,3,2,6,6,6,4,6,3,4,4,6,6,4,2,4,1,4,4,3,4,1,1,1,1,1,1,3,4,1,3,3,1,3,4,1,3,10,10,10,1,1,NA,9,4,NA,NA,4,4,1,2,2,2,2,1,3,2,88,NA,NA,1,1,1,2,88,NA,NA,NA,NA,5,3,5,5,5,5,1,3,2,88,88,88,88,88,88,88,88,2,1,2,60,2,1,3,1,NA,NA,12,1,3,1,2,NA,1,6,NA,1,1,NA,2,1,1,1,3,15,15,2,1,5,2,2,2,3,NA,NA,1,NA,NA,NA,NA
"1122",96,0.89748518,"8","BIOBÍO",1,3,88,2022,11,12,1122,"1122-88",3,27,4,1,1,3,2,3,8,3,1,5,4,3,6,6,6,3,6,6,6,6,6,6,3,4,2,6,6,6,3,3,3,4,4,3,1,3,1,3,3,3,3,4,4,4,3,3,1,3,4,3,3,10,10,10,1,1,NA,88,NA,NA,NA,88,88,1,5,2,2,2,2,3,2,1,5,5,3,2,1,2,1,5,5,5,5,1,1,5,5,5,5,5,5,3,0,88,88,88,88,88,88,88,2,1,1,39,2,4,1,2,8,6,NA,9,8,1,1,NA,1,77,NA,1,1,NA,3,3,3,3,3,15,15,3,2,NA,2,2,2,2,NA,2,NA,NA,NA,NA,NA
"1123",96,1.16074015,"8","BIOBÍO",1,2,88,2022,11,12,1123,"1123-88",3,1,10,3,2,3,3,3,2,2,2,88,3,3,6,6,6,3,6,6,6,6,6,6,6,3,3,6,6,3,3,3,3,4,3,3,3,4,3,4,4,3,3,4,3,3,3,4,3,3,4,3,3,5,5,5,1,2,NA,NA,NA,88,NA,88,88,2,4,2,2,2,5,88,88,88,NA,NA,3,2,1,2,88,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,88,88,88,88,88,88,88,88,2,1,1,24,1,4,88,2,4,6,NA,9,8,88,NA,88,8,NA,88,8,NA,8,3,3,3,3,3,15,15,2,2,NA,3,NA,NA,3,NA,NA,88,NA,NA,NA,NA
"1124",95,1.8049641,"8","BIOBÍO",1,3,88,2022,11,12,1124,"1124-88",10,1,3,4,1,4,2,3,2,2,2,99,2,3,6,6,6,3,6,6,6,6,6,6,6,4,3,6,6,6,6,4,2,4,4,4,4,4,4,4,4,2,4,4,4,3,4,3,3,3,4,2,3,6,8,8,1,1,NA,12,7,NA,NA,4,4,2,2,1,2,2,3,3,2,88,NA,NA,3,2,2,2,1,10,5,0,5,4,4,4,4,4,4,4,4,5,88,88,88,88,88,88,88,88,2,1,2,31,2,7,1,2,4,7,NA,2,4,1,1,NA,1,1,NA,1,1,NA,3,3,3,3,3,15,15,1,2,NA,2,2,2,3,NA,NA,3,NA,NA,NA,NA
"1125",96,0.21576097,"8","BIOBÍO",1,3,88,2022,11,12,1125,"1125-88",3,1,16,3,2,4,2,2,1,2,1,1,4,2,2,6,4,4,4,3,6,6,2,6,6,3,2,6,6,4,4,3,1,4,4,3,3,3,1,4,3,1,1,3,3,3,3,1,1,3,4,1,2,1,5,10,1,1,NA,88,NA,NA,NA,88,88,2,2,2,2,2,7,3,2,1,10,0,3,2,1,2,1,10,5,0,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,52,2,6,1,1,NA,NA,3,1,7,1,1,NA,1,1,NA,1,1,NA,2,2,3,1,1,15,15,2,2,NA,1,1,2,2,NA,4,NA,NA,NA,NA,NA
"1126",98,1.25344677,"8","BIOBÍO",1,3,88,2022,11,12,1126,"1126-88",1,3,6,3,3,2,8,3,3,3,8,1,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,1,3,4,3,1,3,3,1,3,1,1,3,3,1,1,3,1,1,3,5,3,3,10,10,10,1,8,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,3,2,88,NA,NA,1,2,2,2,88,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,88,88,88,88,88,88,88,88,1,2,2,62,2,2,3,2,1,12,NA,1,7,99,NA,99,9,NA,99,9,NA,9,3,3,3,3,3,15,15,2,2,NA,2,2,2,5,NA,NA,NA,NA,99,NA,NA
"1127",83,0.56214406,"8","BIOBÍO",1,3,88,2022,11,12,1127,"1127-88",1,3,6,1,3,3,3,3,3,2,2,5,3,1,3,3,4,3,3,1,1,1,2,6,2,2,1,2,3,4,2,2,2,4,4,4,4,4,4,4,88,1,3,4,2,1,2,1,2,3,2,1,4,5,1,10,1,1,NA,1,88,NA,NA,1,1,2,2,2,2,2,5,3,88,88,NA,NA,3,2,1,1,88,NA,NA,NA,NA,1,5,5,5,5,3,5,5,3,0,5,0,5,10,0,10,0,1,2,1,73,2,6,1,1,NA,NA,5,9,6,1,88,NA,1,3,NA,1,1,NA,2,3,3,3,3,1,NA,2,2,NA,2,2,2,2,NA,4,NA,NA,NA,NA,NA
"1128",80,1.60470424,"7","MAULE",1,2,88,2022,11,10,1128,"1128-88",1,6,16,1,3,3,3,5,3,3,2,6,1,3,3,6,2,2,3,6,6,6,3,6,4,4,3,6,3,4,2,3,3,2,4,4,3,4,2,4,2,2,4,4,4,3,4,2,4,4,3,1,4,1,6,5,1,2,NA,NA,NA,7,3,4,4,3,3,2,2,2,2,3,1,1,10,0,1,1,2,1,1,5,5,5,5,3,3,5,5,5,3,4,3,3,5,5,5,5,5,5,5,5,1,2,2,58,2,4,1,2,4,6,NA,2,1,2,NA,2,1,2,NA,1,2,NA,2,3,2,2,2,15,15,3,2,NA,2,2,2,3,NA,NA,3,NA,NA,NA,NA
"1129",156,2.4823874,"13","METROPOLITANA",1,2,88,2022,11,20,1129,"1129-88",26,9,3,1,3,1,5,5,3,3,2,99,1,3,4,2,3,2,3,2,3,2,1,1,3,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,5,1,5,9,7,8,1,2,NA,NA,NA,9,2,1,1,2,4,1,2,2,2,3,1,1,10,0,1,2,1,2,1,3,7,5,5,1,3,4,4,4,5,4,3,5,5,5,5,5,5,5,5,5,1,2,1,44,2,4,1,1,NA,NA,7,9,8,2,NA,1,1,1,NA,1,1,NA,2,3,3,2,2,15,15,3,2,NA,1,1,2,6,NA,NA,NA,NA,NA,99,NA
"1130",210,1.07198466,"13","METROPOLITANA",1,3,88,2022,11,20,1130,"1130-88",9,14,2,2,2,4,3,5,3,2,2,5,2,2,3,2,1,1,2,6,1,6,2,6,3,4,4,3,3,2,1,4,2,4,4,4,3,4,2,3,4,1,4,4,3,2,4,2,3,4,4,1,4,10,10,10,1,9,NA,NA,NA,NA,NA,3,3,2,4,1,2,2,4,3,2,1,10,0,3,2,2,2,1,5,5,5,5,1,5,5,5,5,1,1,1,5,0,0,5,0,0,10,0,5,2,1,2,69,2,4,3,1,NA,NA,6,1,8,1,88,NA,1,99,NA,1,9,NA,2,3,2,2,3,15,15,2,1,5,2,2,2,2,NA,3,NA,NA,NA,NA,NA
"1131",149,0.61107468,"13","METROPOLITANA",1,3,88,2022,11,20,1131,"1131-88",3,9,5,2,3,3,3,5,3,3,2,5,1,3,2,2,1,1,4,6,1,2,2,6,6,3,3,6,6,3,2,4,1,3,4,4,4,4,2,4,4,1,4,4,2,3,4,3,4,3,5,2,5,10,10,10,1,9,NA,NA,NA,NA,NA,4,4,2,4,2,2,2,7,3,2,1,10,0,2,2,2,2,1,5,5,5,5,5,5,5,5,5,3,1,1,5,5,5,5,5,88,10,5,5,2,1,1,62,2,6,1,1,NA,NA,11,9,8,2,NA,2,1,99,NA,1,9,NA,3,3,3,3,3,15,15,1,2,NA,2,2,2,1,99,NA,NA,NA,NA,NA,NA
"1132",182,1.85046344,"13","METROPOLITANA",1,2,88,2022,11,20,1132,"1132-88",11,1,3,2,1,1,1,4,3,2,3,5,5,3,6,6,4,4,4,6,2,6,1,6,2,3,6,6,6,4,4,3,2,3,3,4,2,3,2,4,2,2,2,3,3,3,3,2,2,4,5,1,3,10,5,10,1,1,NA,10,1,NA,NA,3,3,1,2,2,2,2,7,1,2,1,5,5,1,2,1,1,1,5,5,5,5,2,5,5,5,5,2,1,1,3,5,5,5,9,5,5,5,5,1,2,1,70,2,6,3,1,NA,NA,10,9,8,88,NA,1,1,1,NA,1,1,NA,2,3,3,3,3,15,15,2,2,NA,2,2,2,5,NA,NA,NA,NA,1,NA,NA
"1133",149,1.3000161,"13","METROPOLITANA",1,4,88,2022,11,20,1133,"1133-88",13,10,3,5,3,3,3,4,2,2,1,1,4,3,6,6,6,2,6,6,6,3,6,6,6,2,2,6,6,8,3,1,3,4,4,3,2,1,2,2,3,1,2,2,3,1,4,1,1,4,4,1,5,1,10,10,99,NA,9,NA,NA,NA,NA,NA,NA,99,2,1,2,1,1,2,99,1,5,5,2,2,1,2,1,5,5,5,5,1,1,3,5,5,4,3,5,3,5,10,0,10,5,5,5,5,2,1,2,29,2,4,3,1,NA,NA,5,1,6,99,NA,99,9,NA,99,9,NA,9,3,3,2,2,3,88,15,2,2,NA,1,2,2,4,NA,NA,NA,99,NA,NA,NA
"1134",149,0.69624213,"13","METROPOLITANA",1,4,88,2022,11,20,1134,"1134-88",9,11,26,2,3,2,3,5,2,3,2,1,2,3,6,6,6,2,6,6,6,6,6,6,6,3,6,6,6,6,6,4,2,4,3,3,3,3,2,4,3,4,3,3,3,3,3,3,3,3,5,3,2,1,1,10,1,9,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,2,2,1,1,10,0,1,1,1,2,1,5,5,5,5,2,2,5,5,5,3,5,2,4,2,6,88,88,99,99,99,99,2,1,2,35,2,4,3,1,NA,NA,9,9,7,99,NA,99,9,NA,99,9,NA,9,2,3,3,3,3,15,15,2,2,NA,1,1,2,2,NA,99,NA,NA,NA,NA,NA
"1135",182,1.02688058,"13","METROPOLITANA",1,2,88,2022,11,20,1135,"1135-88",3,10,13,2,3,3,3,4,2,3,3,5,3,3,6,6,3,3,3,2,6,6,2,6,2,3,3,6,6,3,3,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,4,1,10,10,1,4,NA,NA,NA,NA,NA,4,4,2,2,2,2,2,3,3,2,1,10,0,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,64,2,4,3,2,4,10,NA,1,8,1,88,NA,1,77,NA,1,3,NA,3,3,3,3,3,15,15,3,2,NA,2,2,2,2,NA,99,NA,NA,NA,NA,NA
"1136",258,2.39212135,"15","ARICA Y PARINACOTA",1,3,88,2022,11,24,1136,"1136-88",3,14,10,3,1,3,3,3,1,1,1,4,4,4,3,4,4,4,6,6,4,3,3,6,3,4,3,6,6,3,4,2,2,2,3,2,2,3,2,3,2,1,2,2,3,2,2,1,2,3,3,1,2,8,6,8,1,1,NA,7,10,NA,NA,3,3,1,4,1,2,1,7,3,2,1,6,4,3,2,1,2,1,5,5,5,5,2,4,5,5,5,3,3,3,4,5,5,5,5,5,4,5,5,1,2,1,30,1,7,3,2,8,4,NA,8,7,1,1,NA,1,7,NA,1,1,NA,2,3,2,3,2,17,NA,3,1,3,2,2,2,6,NA,NA,NA,NA,NA,88,NA
"1137",258,1.23751627,"15","ARICA Y PARINACOTA",1,2,88,2022,11,24,1137,"1137-88",2,9,5,1,3,2,2,5,1,1,2,99,3,1,6,5,6,4,6,6,6,6,6,6,6,3,1,6,6,6,6,4,3,4,3,3,4,4,2,2,1,3,3,4,3,3,3,2,2,3,5,1,5,7,5,10,1,1,NA,3,11,NA,NA,7,7,1,4,1,2,1,2,1,1,1,7,3,1,2,1,1,1,3,4,7,6,1,2,1,4,4,5,1,5,1,3,3,1,1,10,1,9,3,2,1,1,27,1,7,1,2,4,99,NA,8,8,1,1,NA,1,1,NA,1,1,NA,3,3,1,1,1,15,15,3,1,3,2,3,NA,3,NA,NA,3,NA,NA,NA,NA
"1138",205,0.28891869,"13","METROPOLITANA",1,2,88,2022,11,20,1138,"1138-88",14,27,2,3,2,3,3,4,3,2,2,5,6,6,6,6,6,8,6,6,6,8,6,6,6,6,6,6,6,6,6,3,2,4,4,4,4,4,4,4,3,2,4,4,4,4,4,2,3,4,5,2,3,88,10,10,2,NA,4,NA,NA,NA,NA,NA,NA,1,2,4,2,2,4,3,2,1,10,0,1,1,2,2,99,NA,NA,NA,NA,99,99,99,99,99,1,1,1,5,99,99,99,99,99,99,99,99,2,1,1,82,2,2,3,1,NA,NA,6,1,5,99,NA,99,9,NA,66,9,NA,8,3,3,3,2,3,15,15,2,2,NA,2,2,2,1,99,NA,NA,NA,NA,NA,NA
"1139",182,1.61313252,"13","METROPOLITANA",1,3,88,2022,11,20,1139,"1139-88",3,2,9,3,2,4,3,3,1,2,1,2,5,1,4,2,4,4,4,2,2,6,2,6,3,1,1,4,4,4,4,3,4,4,3,3,3,3,2,3,2,3,2,3,3,1,2,2,2,3,3,1,3,10,10,10,1,1,NA,10,2,NA,NA,1,1,1,3,3,2,2,3,3,1,1,0,10,3,1,2,2,1,5,5,5,5,1,5,5,5,5,5,5,5,4,5,9,4,9,8,3,8,8,2,1,2,76,2,8,3,2,4,6,NA,1,4,1,1,NA,1,1,NA,1,1,NA,2,3,3,1,3,9,NA,3,2,NA,2,2,2,3,NA,NA,3,NA,NA,NA,NA
